title,genre,rating
Vạn Giới Độc Tôn,"['CN Animation', 'Kiếm hiệp', 'Huyền ảo', 'Dị giới']","['8.1', '552']"
Thần Võ Thiên Tôn,"['CN Animation', 'Tiên hiệp', 'Xuyên không', 'Huyền ảo']","['6.6', '77']"
Phàm Nhân Tu Tiên,"['CN Animation', 'Tiên hiệp', 'Huyền ảo']","['9.4', '1993']"
Thần Mộ,"['CN Animation', 'Tiên hiệp', 'Trùng sinh', 'Huyền ảo']","['9.2', '547']"
Đấu La Đại Lục 2 Tuyệt Thế Đường Môn,"['CN Animation', 'Huyền ảo', 'Dị giới']","['7.6', '724']"
Vĩnh Sinh ,"['CN Animation', 'Tiên hiệp', 'Huyền ảo', 'Võ hiệp']","['9.1', '619']"
Thế Giới Hoàn Mỹ,"['CN Animation', 'Tiên hiệp', 'Kiếm hiệp', 'Huyền ảo']","['9.2', '2525']"
Thần Ấn Vương Tọa,"['CN Animation', 'Huyền ảo', 'Dị giới']","['8.8', '1591']"
Sư Huynh À Sư Huynh,"['CN Animation', 'Kiếm hiệp', 'Huyền ảo', '[CNA] Hài hước']","['9.4', '780']"
Trảm Thần,['CN Animation'],"['9.4', '260']"
Kiếm Lai,"['CN Animation', 'Tiên hiệp', 'Huyền ảo']","['9.4', '418']"
Nhất Niệm Vĩnh Hằng,"['CN Animation', 'Tiên hiệp', 'Huyền ảo']","['9.0', '2267']"
Già Thiên,"['CN Animation', 'Tiên hiệp', 'Xuyên không', 'Huyền ảo']","['8.7', '1355']"
Thế Giới Hoàn Mỹ OVA Hỏa chi Hôi Tẫn,"['CN Animation', 'Tiên hiệp', 'Huyền ảo']","['9.2', '73']"
Toàn Chức Pháp Sư OVA Lời uỷ thác thần bí,"['CN Animation', 'Huyền ảo', 'Dị giới']","['9.2', '33']"
Nguyên Tôn,"['Huyền ảo', 'CN Animation', 'Tiên hiệp']","['9.0', '200']"
Yêu Thần Ký,"['CN Animation', 'Huyền ảo', 'Trùng sinh']","['8.9', '3864']"
Huyễn Sủng Sư,"['CN Animation', 'Huyền ảo', 'Dị giới']","['7.7', '157']"
Tru Tiên,"['CN Animation', 'Tiên hiệp', 'Kiếm hiệp', 'Huyền ảo']","['8.9', '1088']"
Quyến Tư Lượng,"['CN Animation', 'Tiên hiệp', 'Huyền ảo']","['9.1', '390']"
Nhất Thế Chi Tôn,"['CN Animation', 'Tiên hiệp', 'Huyền ảo']","['5.5', '37']"
Đại Chúa Tể,"['CN Animation', 'Tiên hiệp', 'Huyền ảo', 'Dị giới']","['8.5', '437']"
Định Hải Phù Sinh Lục,"['CN Animation', 'Tiên hiệp', 'Kiếm hiệp', 'Huyền ảo']","['5.1', '22']"
Thập Phương Võ Thánh,"['Hành động', 'CN Animation', 'Tiên hiệp', 'Kiếm hiệp', 'Huyền ảo']","['7.3', '61']"
Võ Ánh Tam Thiên Đạo,"['Tiên hiệp', 'Huyền ảo', 'CN Animation']","['8.6', '299']"
Luyện Khí Luyện Đến 3000 Năm,"['CN Animation', 'Tiên hiệp', 'Xuyên không', 'Trùng sinh', 'Huyền ảo', '[CNA] Hài hước']","['5.3', '45']"
Ngạo Thế Cửu Trùng Thiên,"['Hành động', 'Phiêu lưu', 'CN Animation', 'Tiên hiệp', 'Kiếm hiệp']","['7.6', '109']"
Vũ Động Càn Khôn,"['Tiên hiệp', 'CN Animation', 'Kiếm hiệp', 'Huyền ảo']","['9.4', '1360']"
Tu La Võ Thần,"['Hành động', 'CN Animation', 'Tiên hiệp']","['9.2', '263']"
Chân Dương Võ Thần,"['CN Animation', 'Tiên hiệp', 'Huyền ảo']","['6.4', '124']"
Thiên Quan Tứ Phúc,"['CN Animation', 'Tiên hiệp', 'Huyền ảo']","['7.2', '59']"
Bách Luyện Phi Thăng Lục,"['CN Animation', 'Tiên hiệp', 'Huyền ảo']","['6.0', '121']"
Bộ Tinh Ti: Nguyên Khởi,"['CN Animation', 'Kiếm hiệp', 'Huyền ảo']","['5.5', '45']"
Thiếu Niên Ca Hành,"['CN Animation', 'Kiếm hiệp', 'Huyền ảo', 'Võ hiệp']","['8.7', '823']"
Vương Giả Vinh Diệu: Vinh Diệu chi Chương,"['CN Animation', 'Kiếm hiệp', 'Huyền ảo', 'Võ hiệp']","['8.7', '90']"
Họa Giang Hồ Chi Thiên Cang,"['CN Animation', 'Kiếm hiệp', 'Võ hiệp']","['9.8', '346']"
Ám Hà Truyện,"['CN Animation', 'Kiếm hiệp', 'Võ hiệp']","['8.8', '108']"
Tiêu Nhân,"['CN Animation', 'Kiếm hiệp', 'Võ hiệp']","['9.1', '176']"
Kiếm Vực Phong Vân,"['CN Animation', 'Kiếm hiệp', 'Huyền ảo']","['7.5', '262']"
Đan Đạo Tông Sư,"['CN Animation', 'Kiếm hiệp', 'Huyền ảo']","['5.8', '122']"
Họa Giang Hồ chi Bất Lương Nhân Phần 6,"['CN Animation', 'Kiếm hiệp', 'Võ hiệp']","['8.6', '843']"
Cửu Châu Phiêu Miểu Lục,"['CN Animation', 'Kiếm hiệp']","['7.5', '136']"
Vạn Cổ Kiếm Thần 3D,"['Tiên hiệp', 'Kiếm hiệp', 'Huyền ảo', 'Võ hiệp', 'Khoa huyễn', 'CN Animation']","['6.4', '154']"
Tuyệt Đại Song Kiều,"['Tiên hiệp', 'Kiếm hiệp', 'Huyền ảo', 'Võ hiệp', 'CN Animation']","['7.8', '163']"
Tinh Võ Thần Quyết,"['CN Animation', 'Kiếm hiệp', 'Huyền ảo']","['6.8', '126']"
Kiếm Đạo Đệ Nhất Tiên,"['CN Animation', 'Tiên hiệp', 'Kiếm hiệp', 'Trùng sinh']","['6.9', '147']"
Tầm Kiếm,"['Tiên hiệp', 'CN Animation', 'Kiếm hiệp', '[CNA] Hài hước']","['6.0', '105']"
Tuyết Ưng Lĩnh Chủ Phần 3,"['CN Animation', 'Tiên hiệp', 'Kiếm hiệp', 'Huyền ảo']","['7.4', '397']"
Đắc Ý Nhất Nhân Gian,"['CN Animation', 'Kiếm hiệp', 'Huyền ảo']","['8.4', '200']"
Hồi Minh: Phong Hỏa Tam Nguyệt,"['CN Animation', 'Xuyên không', 'Huyền ảo']","['8.0', '128']"
Nghịch Thiên Tà Thần,"['CN Animation', 'Xuyên không', 'Huyền ảo']","['8.7', '359']"
Kage no Jitsuryokusha ni Naritakute! 2nd Season,"['Anime', 'Hành động', 'Hài hước', 'Giả tưởng', 'Xuyên không', 'Dị giới']","['9.6', '740']"
Người Đại Diện Thời Gian 2,"['Drama', 'Siêu nhiên', 'CN Animation', 'Xuyên không']","['8.3', '48']"
Người Đại Diện Thời Gian,"['Drama', 'CN Animation', 'Xuyên không', '[CNA] Hài hước']","['8.1', '33']"
Ta Nhặt Được Thuộc Tính Đầy Đất,"['CN Animation', 'Tiên hiệp', 'Huyền ảo', '[CNA] Hài hước', 'Xuyên không']","['7.7', '145']"
Thế Giới Vô Hạn,"['CN Animation', 'Xuyên không', 'Huyền ảo', 'Dị giới']","['8.7', '213']"
Trường Dạ Khai Thác Giả,"['CN Animation', 'Xuyên không', 'Huyền ảo', 'Dị giới']","['6.8', '156']"
Vạn Giới Thần Chủ,"['CN Animation', 'Tiên hiệp', 'Xuyên không', 'Huyền ảo']","['7.6', '650']"
Thần Cấp Long Vệ,"['CN Animation', 'Xuyên không', 'Huyền ảo', 'Dị giới']","['6.1', '171']"
Nguyên Long (Phần 2),"['CN Animation', 'Tiên hiệp', 'Xuyên không', '[CNA] Ngôn tình', 'Dị giới']","['7.5', '143']"
Nguyên Long (Phần 1),"['CN Animation', 'Tiên hiệp', 'Xuyên không', 'Trùng sinh', 'Huyền ảo', 'Dị giới']","['7.8', '133']"
Thủ Tịch Ngự Linh Sư,"['CN Animation', 'Tiên hiệp', 'Xuyên không', 'Huyền ảo', '[CNA] Ngôn tình', 'Dị giới']","['7.0', '166']"
Manh Thê Thực Thần,"['CN Animation', 'Xuyên không']","['8.4', '266']"
Đấu Phá Thương Khung Bản Đặc Biệt ,"['Xuyên không', 'CN Animation', 'Huyền ảo', 'Dị giới']","['9.4', '513']"
Phản Diện Tái Sinh,"['CN Animation', 'Trùng sinh']","['7.9', '96']"
Linh Kiếm Tôn,"['CN Animation', 'Trùng sinh', 'Huyền ảo']","['7.5', '925']"
Ma Đạo Tổ Sư,"['CN Animation', 'Trùng sinh', 'Tiên hiệp']","['9.0', '2358']"
Vạn Giới Pháp Thần,"['CN Animation', 'Trùng sinh', 'Huyền ảo', 'Dị giới']","['8.1', '156']"
Sơn Hà Kiếm Tâm,"['CN Animation', 'Tiên hiệp', 'Kiếm hiệp', 'Trùng sinh', 'Huyền ảo', 'Võ hiệp', 'Đam mỹ']","['8.3', '126']"
Thương Nguyên Đồ,"['CN Animation', 'Huyền ảo']","['9.6', '911']"
Em Đến Muộn Trong Cuộc Đời Chị,"['CN Animation', '[CNA] Ngôn tình']","['3.6', '135']"
Thiên Quan Tứ Phúc (Phần 2),"['CN Animation', '[CNA] Ngôn tình', 'Đam mỹ']","['7.4', '98']"
Phong Tư Vật Ngữ,"['[CNA] Ngôn tình', 'Dị giới', '[CNA] Hài hước', 'Võ hiệp', 'CN Animation']","['4.6', '41']"
Xuân Thu Phong Thần,"['CN Animation', 'Huyền ảo', '[CNA] Ngôn tình']","['7.1', '114']"
Lưu Tinh Huyễn Kiếm,"['CN Animation', 'Tiên hiệp', 'Huyền ảo', '[CNA] Ngôn tình', 'Dị giới', '[CNA] Hài hước']","['6.4', '67']"
Hồ Yêu Tiểu Hồng Nương,"['CN Animation', '[CNA] Hài hước', '[CNA] Ngôn tình']","['8.5', '857']"
Thư Linh Ký,"['CN Animation', 'Tiên hiệp', '[CNA] Ngôn tình']","['5.9', '172']"
Vạn Giới Xuân Thu,"['CN Animation', 'Tiên hiệp', 'Huyền ảo', '[CNA] Ngôn tình', 'Dị giới']","['5.6', '121']"
Tôi Là Giang Tiểu Bạch,"['[CNA] Ngôn tình', 'CN Animation']","['6.8', '58']"
Tây Hành Kỷ phần 5,"['CN Animation', 'Huyền ảo', 'Dị giới']","['7.6', '146']"
Saijaku Tamer wa Gomi Hiroi no Tabi wo Hajimemashita.,"['Anime', 'Giả tưởng', 'Phiêu lưu', 'Dị giới']","['9.0', '142']"
Chiyu Mahou no Machigatta Tsukaikata,"['Anime', 'Hành động', 'Hài hước', 'Dị giới', 'Giả tưởng']","['8.8', '295']"
Akuyaku Reijou Level 99: Watashi wa Ura-Boss desu ga Maou dewa Arimasen,"['Anime', 'Giả tưởng', 'Dị giới']","['8.4', '187']"
Ishura,"['Anime', 'Hành động', 'Phiêu lưu', 'Dị giới']","['7.6', '88']"
Isekai de Mofumofu Nadenade suru Tame ni Ganbattemasu,"['Anime', 'Hài hước', 'Giả tưởng', 'Dị giới']","['7.8', '66']"
Ác Ma Pháp Tắc,"['CN Animation', 'Huyền ảo', 'Dị giới']","['9.1', '282']"
Saihate no Paladin: Tetsusabi no Yama no Ou,"['Anime', 'Hành động', 'Giả tưởng', 'Phiêu lưu', 'Dị giới']","['8.2', '90']"
Kaminaki Sekai no Kamisama Katsudou,"['Anime', 'Hành động', 'Hài hước', 'Dị giới', 'Ecchi']","['8.3', '322']"
Đấu La Đại Lục,"['CN Animation', 'Huyền ảo', 'Dị giới']","['9.5', '7076']"
Thần Lan Kỳ Vực Vô Song Châu,"['CN Animation', 'Huyền ảo', 'Dị giới']","['8.2', '290']"
Kage no Jitsuryokusha ni Naritakute!,"['Anime', 'Hành động', 'Hài hước', 'Giả tưởng', 'Dị giới']","['9.3', '1616']"
Bách Yêu Phổ Phần 3,"['Siêu nhiên', 'CN Animation', '[CNA] Hài hước']","['7.5', '14']"
Đại Vương Tha Mạng Phần 2,"['CN Animation', '[CNA] Hài hước', 'Huyền ảo']","['9.4', '256']"
Hitori no Shita: The Outcast 4nd Season,"['Anime', 'CN Animation', '[CNA] Hài hước', 'Võ hiệp']","['3.0', '47']"
Triệu Hồi Sư Cuối Cùng,"['CN Animation', 'Huyền ảo', '[CNA] Hài hước']","['7.7', '171']"
Vết Nứt Thời Không,"['CN Animation', 'Dị giới', 'Võ hiệp', '[CNA] Hài hước']","['6.9', '124']"
Đại Vương Tha Mạng,"['[CNA] Hài hước', 'CN Animation']","['9.4', '768']"
Nhật Ký Thường Ngày Của Tiên Vương phần 2,"['CN Animation', 'Huyền ảo', '[CNA] Hài hước']","['9.2', '620']"
Tây Du Ký: Tái Thế Yêu Vương,"['CN Animation', 'Dị giới', '[CNA] Hài hước']","['8.3', '45']"
TIỂU LỤC VÀ TIỂU LAM,"['CN Animation', '[CNA] Hài hước']","['3.4', '702']"
Võ Lâm 3 : Thẩm Kiếm Tâm,"['CN Animation', 'Kiếm hiệp', '[CNA] Hài hước']","['8.1', '691']"
Đột Biến Anh Hùng,"['CN Animation', '[CNA] Hài hước', 'Dị giới']","['4.9', '86']"
Thiên Bảo Phục Yêu Lục,"['CN Animation', 'Đam mỹ']","['6.9', '123']"
Đế Vương Công Lược,"['CN Animation', 'Đam mỹ']","['7.4', '125']"
Linh Khế 2,"['CN Animation', 'Đam mỹ']","['7.9', '154']"
Cuồng Vương (OVA Tây Hành Kỷ),"['CN Animation', 'Huyền ảo', 'Võ hiệp']","['8.4', '61']"
Vụ Sơn Ngũ Hành,"['CN Animation', 'Tiên hiệp', 'Huyền ảo', 'Võ hiệp']","['9.2', '194']"
Vũ Canh Kỷ phần 4,"['CN Animation', 'Võ hiệp', 'Huyền ảo']","['7.2', '235']"
Vạn Giới Tiên Tung,"['Tiên hiệp', 'CN Animation', 'Huyền ảo', 'Võ hiệp']","['7.9', '1431']"
Hitori no Shita: The Outcast 3nd Season,"['Anime', 'CN Animation', 'Huyền ảo', 'Võ hiệp']","['3.3', '37']"
Quân Hữu Vân,"['Tiên hiệp', 'Võ hiệp', 'CN Animation', 'Huyền ảo']","['9.3', '389']"
Tử Xuyên,"['CN Animation', 'Huyền ảo', 'Võ hiệp']","['8.7', '475']"
Họa Giang Hồ chi Bất Lương Nhân Phần 5,"['CN Animation', 'Kiếm hiệp', 'Võ hiệp']","['8.6', '391']"
Phong Khởi Lạc Dương: Thiếu Niên Thần Cơ,"['CN Animation', 'Kiếm hiệp', 'Võ hiệp', 'Huyền ảo']","['7.5', '107']"
Thục Sơn Kỳ Tiên Lục,"['CN Animation', 'Huyền ảo', 'Võ hiệp', 'Kiếm hiệp']","['5.5', '102']"
Tử Xuyên - OVA,"['CN Animation', 'Tiên hiệp', 'Kiếm hiệp', 'Huyền ảo', 'Võ hiệp']","['8.0', '74']"
Đấu Phá Thương Khung: Ước Hẹn Ba Năm,"['CN Animation', 'Huyền ảo', 'Võ hiệp']","['9.7', '2384']"
Gối Đao Lên Hát,"['CN Animation', 'Kiếm hiệp', 'Võ hiệp']","['7.9', '61']"
Tần Thời Minh Nguyệt phần 6: Thương Hải Hoành Lưu,"['CN Animation', 'Kiếm hiệp', 'Võ hiệp']","['8.8', '81']"
Quan Hải Sách,"['CN Animation', 'Võ hiệp', 'Dị giới']","['4.2', '604']"
Ayakashi Triangle,"['Anime', 'Hành động', 'Hài hước', 'Tình cảm', 'Siêu nhiên', 'Ecchi']","['8.0', '149']"
Inu ni Nattara Suki na Hito ni Hirowareta,"['Anime', 'Hài hước', 'Tình cảm', 'Ecchi']","['6.2', '177']"
Isekai Meikyuu de Harem wo,"['Hành động', 'Tình cảm', 'Harem', 'Giả tưởng', 'Phiêu lưu', 'Ecchi']","['7.7', '407']"
Trinity Seven Movie 2: Tenkuu Toshokan to Shinku no Maou,"['Anime', 'Hành động', 'Hài hước', 'Tình cảm', 'Harem', 'Giả tưởng', 'Học đường', 'Shounen', 'Ecchi']","['8.7', '109']"
Monster Musume no Oishasan,"['Anime', 'Hài hước', 'Tình cảm', 'Giả tưởng', 'Ecchi']","['8.8', '147']"
Mushoku Tensei: Isekai Ittara Honki Dasu 2nd Season,"['Anime', 'Giả tưởng', 'Ecchi']","['9.3', '1015']"
Getsuyoubi no Tawawa 2,"['Anime', 'Hài hước', 'Đời thường', 'Ecchi']","['8.9', '115']"
Ganbare Douki-chan,"['Anime', 'Tình cảm', 'Đời thường', 'Ecchi']","['8.6', '133']"
Mayoi Neko Overrun! Specials,"['Anime', 'Hài hước', 'Ecchi']","['7.8', '24']"
Mayo Chiki!,"['Anime', 'Tình cảm', 'Hài hước', 'Học đường', 'Ecchi']","['9.3', '728']"
Boku Wa Tomodachi Ga Sukunai,"['Anime', 'Tình cảm', 'Hài hước', 'Học đường', 'Harem', 'Ecchi', 'Seinen']","['9.1', '536']"
Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen OVA,"['Anime', 'Tình cảm', 'Học đường', 'Đời thường', 'Ecchi', 'Seinen']","['9.6', '267']"
Isekai Maou to Shoukan Shoujo no Dorei Majutsu Ω,"['Anime', 'Tình cảm', 'Hài hước', 'Giả tưởng', 'Ecchi']","['8.9', '743']"
Ore dake Haireru Kakushi Dungeon,"['Anime', 'Hành động', 'Giả tưởng', 'Phiêu lưu', 'Harem', 'Ecchi']","['8.1', '899']"
Mushoku Tensei: Jobless Reincarnation,"['Anime', 'Hành động', 'Tình cảm', 'Hài hước', 'Viễn tưởng', 'Harem', 'Ecchi']","['9.2', '896']"
"Dakara Boku Wa, H Ga Dekinai","['Anime', 'Tình cảm', 'Hài hước', 'Siêu nhiên', 'Ecchi']","['8.9', '500']"
Saenai Heroine no Sodatekata Fine,"['Anime', 'Tình cảm', 'Hài hước', 'Học đường', 'Harem', 'Ecchi']","['9.8', '540']"
Uzaki-chan Wants to Hang Out!,"['Anime', 'Hài hước', 'Đời thường', 'Ecchi']","['9.4', '865']"
Tensei shitara Slime Datta Ken 2nd Season Part 2,"['Anime', 'Hành động', 'Hài hước', 'Giả tưởng', 'Phiêu lưu', 'Demon']","['9.6', '1496']"
Obey Me!,"['Anime', 'Giả tưởng', 'Demon']","['6.1', '39']"
Heion Sedai no Idaten-tachi,"['Anime', 'Hành động', 'Giả tưởng', 'Phiêu lưu', 'Seinen', 'Demon']","['7.9', '80']"
Mairimashita! Iruma-kun 2nd Season,"['Anime', 'Hài hước', 'Giả tưởng', 'Học đường', 'Siêu nhiên', 'Shounen', 'Demon']","['9.1', '675']"
Kimetsu no Yaiba : Mugen Ressha-hen,"['Anime', 'Hành động', 'Lịch sử', 'Siêu nhiên', 'Shounen', 'Drama', 'Demon']","['9.7', '871']"
Kemono Jihen,"['Anime', 'Hành động', 'Siêu nhiên', 'Shounen', 'Bí ẩn', 'Demon']","['9.5', '376']"
GEGEGE NO KITAROU,"['Demon', 'Shounen', 'Hài hước', 'Tình cảm', 'Anime']","['7.2', '65']"
Mairimashita! Iruma-kun,"['Anime', 'Hành động', 'Tình cảm', 'Hài hước', 'Học đường', 'Siêu nhiên', 'Shounen', 'Demon']","['9.5', '1152']"
Kyokou Suiri,"['Anime', 'Tình cảm', 'Hài hước', 'Siêu nhiên', 'Shounen', 'Bí ẩn', 'Demon']","['9.3', '788']"
Fairy Gone 2nd Season,"['Anime', 'Hành động', 'Giả tưởng', 'Siêu nhiên', 'Demon']","['8.0', '70']"
Kimetsu no Yaiba,"['Anime', 'Hành động', 'Lịch sử', 'Siêu nhiên', 'Shounen', 'Demon']","['9.8', '4747']"
Dororo,"['Anime', 'Hành động', 'Lịch sử', 'Giả tưởng', 'Phiêu lưu', 'Shounen', 'Demon']","['9.5', '3106']"
Fairy Gone,"['Anime', 'Hành động', 'Giả tưởng', 'Siêu nhiên', 'Demon']","['8.6', '303']"
Concrete Revolutio: Choujin Gensou - The Last Song,"['Anime', 'Hành động', 'Viễn tưởng', 'Giả tưởng', 'Siêu nhiên', 'Bí ẩn', 'Demon', 'Siêu năng lực']","['7.2', '51']"
Manaria Friends,"['Anime', 'Hành động', 'Phiêu lưu', 'Siêu nhiên', 'Demon', 'Siêu năng lực']","['8.4', '234']"
Ao no Exorcist: Kyoto Fujouou-hen,"['Anime', 'Hành động', 'Giả tưởng', 'Siêu nhiên', 'Shounen', 'Demon']","['9.1', '426']"
Beelzebub-jou no Okinimesu mama.,"['Anime', 'Hài hước', 'Siêu nhiên', 'Shounen', 'Demon']","['9.0', '953']"
Phantom in the Twilight,"['Anime', 'Hành động', 'Siêu nhiên', 'Demon']","['6.1', '650']"
Beelzebub OVA,"['Anime', 'Hành động', 'Hài hước', 'Học đường', 'Siêu nhiên', 'Shounen', 'Demon']","['9.4', '244']"
Kakuriyo no Yadomeshi,"['Anime', 'Tình cảm', 'Hài hước', 'Viễn tưởng', 'Siêu nhiên', 'Demon', 'Shoujo']","['9.2', '1560']"
Cardfight!! Vanguard,"['Anime', 'Hành động', 'Phiêu lưu', 'Shounen', 'Demon']","['7.3', '81']"
Tháng Tư Là Lời Nói Dối Của Em (Live Action),"['Anime', 'Live Action']","['6.4', '95']"
One Piece (Live Action),"['Hành động', 'Hài hước', 'Shounen', 'Phiêu lưu', 'Live Action']","['8.3', '57']"
Tokyo Ghoul S (Live Action 2019),"['Hành động', 'Viễn tưởng', 'Live Action']","['5.4', '24']"
Mình Muốn Ăn Tụy Của Cậu,"['Anime', 'Live Action']","['8.2', '158']"
Boku wa Tomodachi ga Sukunai [Live Action],['Live Action'],"['3.5', '281']"
Thị trấn nơi chỉ mình tôi lưu lạc,['Live Action'],"['6.4', '227']"
Saiki Kusuo No Sainan Live Action,['Live Action'],"['5.0', '215']"
AJIN: DEMI-HUMAN,['Live Action'],"['8.8', '51']"
Kakegurui  Live Action,"['Anime', 'Học đường', 'Shounen', 'Bí ẩn', 'Drama', 'Live Action']","['8.2', '92']"
Fullmetal Alchemist Live Action,"['Anime', 'Live Action']","['6.0', '31']"
ReLife Live Action,['Live Action'],"['7.1', '77']"
Gantz (Live Action),"['Anime', 'Live Action']","['3.5', '30']"
Kiseiju Ký Sinh Trùng ,['Live Action'],"['6.2', '67']"
Gintama: Mitsuba hen,['Live Action'],"['7.7', '41']"
Another (Live Action),['Live Action'],"['3.2', '49']"
Yamada kun to Nananin no Majo (Live Action),"['Anime', 'Live Action']","['3.3', '124']"
Bartender Live Action,['Live Action'],"['3.9', '11']"
Anohana (Live Action),"['Anime', 'Live Action']","['6.1', '26']"
Kuzu no Honkai Live Action,"['Anime', 'Live Action']","['4.8', '33']"
Ouran Highschool Host Club Live,['Live Action'],"['4.8', '12']"
Ansatsu Kyoshitsu -Sotsugyou Hen- Live Action (2016),"['Anime', 'Live Action']","['6.9', '31']"
Bức Tường Hoa,"['Anime', 'Live Action']","['NaN', '6']"
Death Note: New Generation,"['Anime', 'Live Action']","['9.3', '23']"
Death Note 2015 (Live Action),"['Anime', 'Live Action']","['8.4', '31']"
Death Note Live Action,"['Anime', 'Live Action']","['8.3', '32']"
Majo No Takkyubin Live Action,['Live Action'],"['NaN', '8']"
Samurai High School,['Live Action'],"['5.8', '12']"
Nodame Cantabile [Live Action],['Live Action'],"['NaN', '10']"
H2 (Live Action),"['Anime', 'Live Action']","['NaN', '3']"
xxxHolic (2013) ,"['Anime', 'Live Action']","['4.3', '14']"
Psycho-Pass 3: First Inspector,"['Anime', 'Hành động', 'Viễn tưởng', 'Thriller']","['7.1', '13']"
Re:Zero kara Hajimeru Isekai Seikatsu - Hyouketsu no Kizuna,"['Anime', 'Giả tưởng', 'Drama', 'Thriller']","['9.6', '198']"
Babylon,"['Anime', 'Thriller']","['8.9', '247']"
Re:Zero kara Hajimeru Isekai Seikatsu - Memory Snow,"['Anime', 'Tình cảm', 'Giả tưởng', 'Drama', 'Thriller']","['9.6', '444']"
Steins;Gate 0,"['Anime', 'Viễn tưởng', 'Thriller']","['9.6', '1407']"
Shigofumi: Stories of Last Letter,"['Anime', 'Siêu nhiên', 'Drama', 'Psychological', 'Thriller']","['8.1', '69']"
Angels of Death,"['Anime', 'Hành động', 'Kinh dị', 'Phiêu lưu', 'Drama', 'Psychological', 'Thriller']","['9.5', '6596']"
Mouryou no Hako,"['Anime', 'Siêu nhiên', 'Bí ẩn', 'Seinen', 'Thriller']","['7.6', '46']"
Another: The Other - Inga,"['Anime', 'Kinh dị', 'Bí ẩn', 'Thriller']","['9.5', '72']"
Kara no Kyoukai Remix: Gate of Seventh Heaven,"['Anime', 'Hành động', 'Tình cảm', 'Siêu nhiên', 'Bí ẩn', 'Thriller']","['9.6', '44']"
Kara no Kyoukai 1: Fukan Fuukei,"['Anime', 'Hành động', 'Siêu nhiên', 'Bí ẩn', 'Thriller']","['9.3', '104']"
Kara no Kyoukai: Mirai Fukuin,"['Anime', 'Hành động', 'Siêu nhiên', 'Bí ẩn', 'Thriller']","['9.7', '50']"
Golgo 13,"['Anime', 'Hành động', 'Phiêu lưu', 'Drama', 'Seinen', 'Thriller']","['8.3', '24']"
Mahou Shoujo Madoka Magica Movie 2: Eien no Monogatari,"['Anime', 'Drama', 'Psychological', 'Thriller']","['9.5', '24']"
Mahou Shoujo Madoka Magika Movie 1: Hajimari No Monogatari,"['Anime', 'Drama', 'Psychological', 'Thriller']","['8.9', '30']"
Blue Literature,"['Anime', 'Lịch sử', 'Drama', 'Seinen', 'Psychological', 'Thriller']","['7.6', '23']"
Paprika 2006,"['Anime', 'Viễn tưởng', 'Giả tưởng', 'Kinh dị', 'Psychological', 'Thriller']","['6.8', '14']"
Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero,"['Anime', 'Viễn tưởng', 'Thriller']","['9.4', '120']"
Steins;Gate: Fuka Ryouiki No Déjà Vu,"['Anime', 'Viễn tưởng', 'Thriller']","['9.7', '225']"
Rainbow,"['Anime', 'Lịch sử', 'Drama', 'Seinen', 'Thriller']","['9.5', '60']"
Shiki,"['Ma cà rồng', 'Bí ẩn', 'Siêu nhiên', 'Anime', 'Thriller']","['8.7', '109']"
Under the Dog,"['Anime', 'Hành động', 'Viễn tưởng', 'Thriller']","['7.5', '16']"
Dãy Số Đầu Tiên,"['CN Animation', 'Huyền ảo', 'Khoa huyễn']","['9.2', '245']"
Tinh Vực Bốn Vạn Năm,"['Giả tưởng', 'Viễn tưởng', 'Khoa huyễn', 'CN Animation']","['9.5', '552']"
